,compound_id,smiles,docking_score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank,top_100
961,ZINC000654412638,O=C(NCCCOC1CCCC1)NCc1nc([C@H]2CCCO2)n[nH]1,-5.9139800000000005,O=C(NCCCOC1CCCC1)NCc1nc([C@H]2CCCO2)n[nH]1,-5.9139800000000005,,-0.0,0,3627.0,0
3861,ZINC000614702935,COC[C@H](OC)C(=O)N[C@@H]1CCC[C@H]1c1cccc(C(F)(F)F)c1,-5.91403,COC[C@H](OC)C(=O)N[C@@H]1CCC[C@H]1c1cccc(C(F)(F)F)c1,-5.91403,,-0.0,0,3628.0,0
7172,ZINC000172889037,COC[C@@H]1CN([C@@H](C)C(=O)NC[C@H](C)c2ccccc2)CCO1,-5.91484,COC[C@@H]1CN([C@@H](C)C(=O)NC[C@H](C)c2ccccc2)CCO1,-5.91484,,-0.0,0,3629.0,0
1323,ZINC000278456564,O=C(Nc1ccc(N2CCSCC2)cc1)C(=O)NC1(CO)CCC1,-5.9153,O=C(Nc1ccc(N2CCSCC2)cc1)C(=O)NC1(CO)CCC1,-5.9153,,-0.0,0,3630.0,0
6556,ZINC000637672930,CNS(=O)(=O)CCCNC(=O)N1CC[C@@H](CN(C)C)C1,-5.91532,CNS(=O)(=O)CCCNC(=O)N1CC[C@@H](CN(C)C)C1,-5.91532,,-0.0,0,3631.0,0
5036,ZINC000434014095,CC(C)(C)N1C[C@H](C(=O)N2CC[C@@H](CC(F)(F)F)C2)CC1=O,-5.91559,CC(C)(C)N1C[C@H](C(=O)N2CC[C@@H](CC(F)(F)F)C2)CC1=O,-5.91559,,-0.0,0,3632.0,0
1933,ZINC000444492381,COc1ccc(CNC(=O)C[C@H]2C[C@@H](C(C)=O)C2(C)C)nc1,-5.91571,COc1ccc(CNC(=O)C[C@H]2C[C@@H](C(C)=O)C2(C)C)nc1,-5.91571,,-0.0,0,3633.0,0
377,ZINC000114316892,C[C@H](CC1CCCC1)C(=O)NCc1cccnc1-n1ccnc1,-5.91581,C[C@H](CC1CCCC1)C(=O)NCc1cccnc1-n1ccnc1,-5.91581,,-0.0,0,3634.0,0
2556,ZINC000002073560,CCCCC(=O)Nc1cc(C(=O)OC)ccc1Cl,-5.916180000000001,CCCCC(=O)Nc1cc(C(=O)OC)ccc1Cl,-5.916180000000001,,-0.0,0,3635.0,0
9771,ZINC000178152677,Cc1ccc([N+](=O)[O-])c(NCC[C@@H]2c3ccccc3NC2=O)n1,-5.91619,Cc1ccc([N+](=O)[O-])c(NCC[C@H]2C(=O)Nc3ccccc32)n1,-5.91619,,-0.0,0,3636.0,0
5812,ZINC000660376766,CO[C@@H]1CS(=O)(=O)C[C@H]1NC(=O)N[C@@H]1CC1(C)C,-5.916530000000001,CO[C@@H]1CS(=O)(=O)C[C@H]1NC(=O)N[C@@H]1CC1(C)C,-5.916530000000001,,-0.0,0,3637.0,0
7817,ZINC000411353572,C[C@@H](O)CCNC1(c2ccc(Br)cc2)CCC1,-5.91666,C[C@@H](O)CCNC1(c2ccc(Br)cc2)CCC1,-5.91666,,-0.0,0,3638.0,0
7478,ZINC000296248938,CC(C)CNC(=O)c1ccc(NC(=O)NCC[C@@H](C)CCO)cc1,-5.91829,CC(C)CNC(=O)c1ccc(NC(=O)NCC[C@@H](C)CCO)cc1,-5.91829,,-0.0,0,3639.0,0
2085,ZINC000373926347,Cc1ccc(-c2cccnc2)cc1NC(=O)NC[C@]1(O)CCOC1,-5.91851,Cc1ccc(-c2cccnc2)cc1NC(=O)NC[C@]1(O)CCOC1,-5.91851,,-0.0,0,3640.0,0
7316,ZINC000287015886,CNC(=O)OC[C@@H]1CCCCN1C(=O)NCc1nnc2n1CCCC2,-5.91886,CNC(=O)OC[C@@H]1CCCCN1C(=O)NCc1nnc2n1CCCC2,-5.91886,,-0.0,0,3641.0,0
6428,ZINC000295215593,CO[C@H](Cc1ccccc1)C(=O)N[C@@H](C#N)C(C)(C)C,-5.9189,CO[C@H](Cc1ccccc1)C(=O)N[C@@H](C#N)C(C)(C)C,-5.9189,,-0.0,0,3642.0,0
6281,ZINC000081248487,Cc1cc([C@H](C)NC(=O)[C@@H]2CSC(=O)N2)c(C)s1,-5.91927,Cc1cc([C@H](C)NC(=O)[C@@H]2CSC(=O)N2)c(C)s1,-5.91927,,-0.0,0,3643.0,0
9424,ZINC000032107074,O=[N+]([O-])c1ccc(NC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)c([N+](=O)[O-])c1,-5.91937,O=[N+]([O-])c1ccc(NC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)c([N+](=O)[O-])c1,-5.91937,,-0.0,0,3644.0,0
4386,ZINC000640175614,CNS(=O)(=O)CCCNC(=O)Nc1ccc([C@H]2CCOC2)cc1,-5.91939,CNS(=O)(=O)CCCNC(=O)Nc1ccc([C@H]2CCOC2)cc1,-5.91939,,-0.0,0,3645.0,0
3402,ZINC000408014308,CS[C@@H]1CN(C(=O)[C@H]2CNC(=O)C2)C[C@@H]1N(C)C,-5.91948,CS[C@@H]1CN(C(=O)[C@H]2CNC(=O)C2)C[C@@H]1N(C)C,-5.91948,,-0.0,0,3646.0,0
1136,ZINC000635122937,O=C(Nc1cscc1Cl)C(=O)N1CCNC(=O)CC1,-5.91971,O=C1CCN(C(=O)C(=O)Nc2cscc2Cl)CCN1,-5.91971,,-0.0,0,3647.0,0
1931,ZINC000369293190,Cc1ccc(NC(=O)CN2C[C@@H](C)OC3(CCOCC3)C2)c(Cl)c1,-5.92015,Cc1ccc(NC(=O)CN2C[C@@H](C)OC3(CCOCC3)C2)c(Cl)c1,-5.92015,,-0.0,0,3648.0,0
9772,ZINC000455635988,O=C(NC[C@H](O)C1CCC1)N[C@H](c1ccccc1)C(F)F,-5.92022,O=C(NC[C@H](O)C1CCC1)N[C@H](c1ccccc1)C(F)F,-5.92022,,-0.0,0,3649.0,0
1932,ZINC000600122423,COC(=O)c1ccnc(N2CCN(c3ncccc3C#N)CC2)c1,-5.92109,COC(=O)c1ccnc(N2CCN(c3ncccc3C#N)CC2)c1,-5.92109,,-0.0,0,3650.0,0
8403,ZINC000631266597,CCCSc1cncc(N[C@H](CO)C[C@H](O)C(C)(C)C)n1,-5.92123,CCCSc1cncc(N[C@H](CO)C[C@H](O)C(C)(C)C)n1,-5.92123,,-0.0,0,3651.0,0
1875,ZINC000634716169,CC(C)c1n[nH]c(CNC[C@H](O)C[C@@](C)(O)C2CC2)n1,-5.92131,CC(C)c1n[nH]c(CNC[C@H](O)C[C@@](C)(O)C2CC2)n1,-5.92131,,-0.0,0,3652.0,0
210,ZINC000285495303,CCn1c(S)nnc1CNC(=O)[C@H](C)Oc1ccc(C=O)cc1,-5.92136,CCn1c(S)nnc1CNC(=O)[C@H](C)Oc1ccc(C=O)cc1,-5.92136,,-0.0,0,3653.0,0
9773,ZINC000352611615,Cn1cccc1C(=O)c1nc(-c2ccccc2Cl)no1,-5.92183,Cn1cccc1C(=O)c1nc(-c2ccccc2Cl)no1,-5.92183,,-0.0,0,3654.0,0
1934,ZINC000393196686,O=C(CCCNC(=O)c1ccco1)N1CCC[C@H](O)CC1,-5.92223,O=C(NCCCC(=O)N1CCC[C@H](O)CC1)c1ccco1,-5.92223,,-0.0,0,3655.0,0
2894,ZINC000351511106,O=C(N[C@H](c1ccccc1)C(F)F)[C@@H]1C[C@]12CCOC2,-5.9228,O=C(N[C@H](c1ccccc1)C(F)F)[C@@H]1C[C@]12CCOC2,-5.9228,,-0.0,0,3656.0,0
5965,ZINC000172663891,C[C@@H](C(=O)N[C@@H]1CCCN(c2ccccc2Cl)C1)n1cncn1,-5.92283,C[C@@H](C(=O)N[C@@H]1CCCN(c2ccccc2Cl)C1)n1cncn1,-5.92283,,-0.0,0,3657.0,0
7020,ZINC000031943169,CCOc1ccc(CC(=O)NC[C@@]2(N3CCOCC3)CCSC2)cc1,-5.92288,CCOc1ccc(CC(=O)NC[C@@]2(N3CCOCC3)CCSC2)cc1,-5.92288,,-0.0,0,3658.0,0
8813,ZINC000415109053,CCCN(C(=O)Nc1ccc(OC)cc1C)C1CCNCC1,-5.92347,CCCN(C(=O)Nc1ccc(OC)cc1C)C1CCNCC1,-5.92347,,-0.0,0,3659.0,0
1777,ZINC000190916185,C[C@H]1C[C@@H](c2cccc(F)c2)N(Cc2nnnn2CC(F)(F)F)C1,-5.92394,C[C@H]1C[C@@H](c2cccc(F)c2)N(Cc2nnnn2CC(F)(F)F)C1,-5.92394,,-0.0,0,3660.0,0
1778,ZINC000524883859,C[C@@H]1C[C@H](C)CN1C(=O)NCc1ccc(OCC2CC2)nc1,-5.92404,C[C@H]1C[C@@H](C)N(C(=O)NCc2ccc(OCC3CC3)nc2)C1,-5.92404,,-0.0,0,3661.0,0
378,ZINC000521235530,CNC(=O)c1ccc(Cl)c(NC(=O)c2cnc(C3CC3)s2)c1,-5.92445,CNC(=O)c1ccc(Cl)c(NC(=O)c2cnc(C3CC3)s2)c1,-5.92445,,-0.0,0,3662.0,0
209,ZINC000019746421,Cc1csc(CCNC(=O)[C@@H]2CNCCO2)n1,-5.92539,Cc1csc(CCNC(=O)[C@@H]2CNCCO2)n1,-5.92539,,-0.0,0,3663.0,0
336,ZINC000647199985,CC(C)Cn1nccc1CN[C@@H](C)c1cncc(F)c1,-5.92553,CC(C)Cn1nccc1CN[C@@H](C)c1cncc(F)c1,-5.92553,,-0.0,0,3664.0,0
814,ZINC000652365496,O=S(=O)(N[C@H]1CCNC1)c1ccc(Cl)c(F)c1,-5.92587,O=S(=O)(N[C@H]1CCNC1)c1ccc(Cl)c(F)c1,-5.92587,,-0.0,0,3665.0,0
4558,ZINC000590565467,CSC1(C(=O)NC[C@@H](O)CN(C)C(=O)C2(SC)CC2)CC1,-5.92655,CSC1(C(=O)NC[C@@H](O)CN(C)C(=O)C2(SC)CC2)CC1,-5.92655,,-0.0,0,3666.0,0
3221,ZINC000356298105,CC(C)C(=O)NCCCNC(=O)C1(Cc2ccc(Cl)cc2)CC1,-5.92673,CC(C)C(=O)NCCCNC(=O)C1(Cc2ccc(Cl)cc2)CC1,-5.92673,,-0.0,0,3667.0,0
7173,ZINC000254937459,CCOC(=O)C[C@@H](C)NC(=O)/C=C\c1ccccc1[N+](=O)[O-],-5.92733,CCOC(=O)C[C@@H](C)NC(=O)/C=C\c1ccccc1[N+](=O)[O-],-5.92733,,-0.0,0,3668.0,0
1137,ZINC000492386902,CCCCn1cc(CNC(=O)/C=C\c2ccnc(Cl)c2)c(C)n1,-5.92737,CCCCn1cc(CNC(=O)/C=C\c2ccnc(Cl)c2)c(C)n1,-5.92737,,-0.0,0,3669.0,0
5811,ZINC000284688412,Cn1cc([C@H]2CN(C(=O)[C@@H]3CC=CCC3)C[C@@H]2C(N)=O)cn1,-5.92784,Cn1cc([C@H]2CN(C(=O)[C@@H]3CC=CCC3)C[C@@H]2C(N)=O)cn1,-5.92784,,-0.0,0,3670.0,0
817,ZINC000282202443,Cc1cc(C)cc([C@H](O)CNc2ncncc2Br)c1,-5.92799,Cc1cc(C)cc([C@H](O)CNc2ncncc2Br)c1,-5.92799,,-0.0,0,3671.0,0
6832,ZINC000332724608,CCCC[C@H](CC)C(=O)N1CC(=O)Nc2cnccc21,-5.92813,CCCC[C@H](CC)C(=O)N1CC(=O)Nc2cnccc21,-5.92813,,-0.0,0,3672.0,0
7950,ZINC000422097212,CC1(C)CN(C(=O)C(=O)N(CCO)C2CCC2)C[C@@H](CO)O1,-5.92849,CC1(C)CN(C(=O)C(=O)N(CCO)C2CCC2)C[C@@H](CO)O1,-5.92849,,-0.0,0,3673.0,0
5810,ZINC000611999030,CC(C)c1nnc(N2CC[C@@H]3NC(=O)CC[C@H]3C2)n1Cc1cccs1,-5.9289,CC(C)c1nnc(N2CC[C@@H]3NC(=O)CC[C@H]3C2)n1Cc1cccs1,-5.9289,,-0.0,0,3674.0,0
9091,ZINC000595049784,CC[C@@H](N[C@@H]1COC(C)(C)C1)c1ccc(C(=O)OC)cc1,-5.92891,CC[C@@H](N[C@@H]1COC(C)(C)C1)c1ccc(C(=O)OC)cc1,-5.92891,,-0.0,0,3675.0,0
6661,ZINC000033632364,CCCCCC(=O)N1CCN(c2ccc(OC)cc2[N+](=O)[O-])CC1,-5.928999999999999,CCCCCC(=O)N1CCN(c2ccc(OC)cc2[N+](=O)[O-])CC1,-5.928999999999999,,-0.0,0,3676.0,0
8102,ZINC000495152880,COCCOCC(=O)NC[C@]1(C)CCCN(C(=O)OC(C)(C)C)C1,-5.92938,COCCOCC(=O)NC[C@]1(C)CCCN(C(=O)OC(C)(C)C)C1,-5.92938,,-0.0,0,3677.0,0
5199,ZINC000440981931,C=CCN1CCC(NC(=O)NCCN2CCN(C)C(C)(C)C2)CC1,-5.92939,C=CCN1CCC(NC(=O)NCCN2CCN(C)C(C)(C)C2)CC1,-5.92939,,-0.0,0,3678.0,0
1472,ZINC000492609247,CN(CCN(C)C(=O)c1cn2ccnc2s1)C(=O)OC(C)(C)C,-5.92948,CN(CCN(C)C(=O)c1cn2ccnc2s1)C(=O)OC(C)(C)C,-5.92948,,-0.0,0,3679.0,0
208,ZINC000343275274,NS(=O)(=O)c1cc([N+](=O)[O-])ccc1NCc1cnn2ccccc12,-5.92994,NS(=O)(=O)c1cc([N+](=O)[O-])ccc1NCc1cnn2ccccc12,-5.92994,,-0.0,0,3680.0,0
1632,ZINC000569800661,Cn1cc(C[C@H]2CCN(C(=O)NC[C@H]3CC34CCSCC4)C2)cn1,-5.93049,Cn1cc(C[C@H]2CCN(C(=O)NC[C@H]3CC34CCSCC4)C2)cn1,-5.93049,,-0.0,0,3681.0,0
1631,ZINC000283484893,C=CCn1c(C2CC2)nnc1N(C)Cc1cnn(-c2ccccc2)n1,-5.93075,C=CCn1c(C2CC2)nnc1N(C)Cc1cnn(-c2ccccc2)n1,-5.93075,,-0.0,0,3682.0,0
334,ZINC000354929174,COC(=O)[C@@H](CC(C)C)N[C@@H](C)CC1CCOCC1,-5.93135,COC(=O)[C@@H](CC(C)C)N[C@@H](C)CC1CCOCC1,-5.93135,,-0.0,0,3683.0,0
8235,ZINC000591219584,C[C@H](C(=O)NC[C@H](CO)c1ccc(Cl)cc1)C(=O)OC(C)(C)C,-5.93155,C[C@H](C(=O)NC[C@H](CO)c1ccc(Cl)cc1)C(=O)OC(C)(C)C,-5.93155,,-0.0,0,3684.0,0
8271,ZINC000591443030,N#Cc1cccc(N2CCC[C@@H]([C@H]3CCCNC3)C2)c1[N+](=O)[O-],-5.93205,N#Cc1cccc(N2CCC[C@@H]([C@H]3CCCNC3)C2)c1[N+](=O)[O-],-5.93205,,-0.0,0,3685.0,0
1930,ZINC000359403740,C=CCN(CCC#N)C(=O)c1cnc(-c2ccccc2F)s1,-5.93235,C=CCN(CCC#N)C(=O)c1cnc(-c2ccccc2F)s1,-5.93235,,-0.0,0,3686.0,0
1633,ZINC000249351201,CCCn1c(C)nnc1CN(C)[C@@H]1CCCC[C@H]1C,-5.932919999999999,CCCn1c(C)nnc1CN(C)[C@@H]1CCCC[C@H]1C,-5.932919999999999,,-0.0,0,3687.0,0
4000,ZINC000412694858,COCC1CCC(NC(=O)c2ccc(N3CCCC3)c(F)c2)CC1,-5.93332,COCC1CCC(NC(=O)c2ccc(N3CCCC3)c(F)c2)CC1,-5.93332,,-0.0,0,3688.0,0
4387,ZINC000361237651,COCCCCc1cccnc1NC(=O)[C@@H]1CC=CC[C@@H]1C,-5.9337800000000005,COCCCCc1cccnc1NC(=O)[C@@H]1CC=CC[C@@H]1C,-5.9337800000000005,,-0.0,0,3689.0,0
815,ZINC000286586823,Cc1nc(CCCC(=O)N2CC[C@@H](NC(=O)OC(C)(C)C)[C@@H]2C)cs1,-5.93432,Cc1nc(CCCC(=O)N2CC[C@@H](NC(=O)OC(C)(C)C)[C@@H]2C)cs1,-5.93432,,-0.0,0,3690.0,0
2084,ZINC000296718922,CCC(=O)CNC(=O)C1(c2cccc(Cl)c2)CC(C)C1,-5.93436,CCC(=O)CNC(=O)C1(c2cccc(Cl)c2)CC(C)C1,-5.93436,,-0.0,0,3691.0,0
3999,ZINC000303652203,CC[C@@H]1CN(C(=O)C[C@@H](C)C2CCCCC2)CCN1CCOC,-5.93437,CC[C@@H]1CN(C(=O)C[C@@H](C)C2CCCCC2)CCN1CCOC,-5.93437,,-0.0,0,3692.0,0
3064,ZINC000555968061,CCO[C@@H]1C[C@@H]1NC(=O)CN(C)C(=O)c1ccc(Br)o1,-5.934740000000001,CCO[C@@H]1C[C@@H]1NC(=O)CN(C)C(=O)c1ccc(Br)o1,-5.934740000000001,,-0.0,0,3693.0,0
2236,ZINC000456492079,O=C(CC[C@H]1CCCCO1)N1CCOC[C@@H]1c1ccc(F)cc1,-5.934769999999999,O=C(CC[C@H]1CCCCO1)N1CCOC[C@@H]1c1ccc(F)cc1,-5.934769999999999,,-0.0,0,3694.0,0
3222,ZINC000301688994,CC1(C)C[C@H](Nc2ncc(S(N)(=O)=O)s2)c2ccccc2O1,-5.9351400000000005,CC1(C)C[C@H](Nc2ncc(S(N)(=O)=O)s2)c2ccccc2O1,-5.9351400000000005,,-0.0,0,3695.0,0
335,ZINC000292701389,COCC(C)(C)N(C)Cc1cc(O)ccc1Br,-5.93566,COCC(C)(C)N(C)Cc1cc(O)ccc1Br,-5.93566,,-0.0,0,3696.0,0
5037,ZINC000413922547,CC[C@H](CNC(=O)N1CCC[C@H](n2cccn2)C1)CC(F)(F)F,-5.9357,CC[C@H](CNC(=O)N1CCC[C@H](n2cccn2)C1)CC(F)(F)F,-5.9357,,-0.0,0,3697.0,0
5967,ZINC000292644275,CCc1ccc(C#CC(=O)N(C)CC(F)(F)F)cc1,-5.9363,CCc1ccc(C#CC(=O)N(C)CC(F)(F)F)cc1,-5.9363,,-0.0,0,3698.0,0
3516,ZINC000529862507,O=C([C@@H]1CCCCN1C1CCCC1)N1CC(Cc2ccco2)C1,-5.93639,O=C([C@@H]1CCCCN1C1CCCC1)N1CC(Cc2ccco2)C1,-5.93639,,-0.0,0,3699.0,0
375,ZINC000337627550,O=c1c2ccccc2nc(O)n1CCc1ccccc1[N+](=O)[O-],-5.93649,O=c1c2ccccc2nc(O)n1CCc1ccccc1[N+](=O)[O-],-5.93649,,-0.0,0,3700.0,0
5966,ZINC000291121676,CCOC(=O)c1cc(C)sc1NC(=O)CN1CCOC[C@H]1CCOC,-5.936640000000001,CCOC(=O)c1cc(C)sc1NC(=O)CN1CCOC[C@H]1CCOC,-5.936640000000001,,-0.0,0,3701.0,0
8600,ZINC000670094921,CCn1c(-c2cccnc2)nnc1N1CCC([C@@H]2CCOC2)CC1,-5.9372300000000005,CCn1c(-c2cccnc2)nnc1N1CCC([C@@H]2CCOC2)CC1,-5.9372300000000005,,-0.0,0,3702.0,0
2742,ZINC000295007501,CC1(C)Cc2cc(NC(=O)[C@H]3CC3(F)F)ccc2O1,-5.93754,CC1(C)Cc2cc(NC(=O)[C@H]3CC3(F)F)ccc2O1,-5.93754,,-0.0,0,3703.0,0
2087,ZINC000377161754,CO[C@@H](C)c1nsc(N2Cc3ccccc3OC(C)(C)C2)n1,-5.938219999999999,CO[C@@H](C)c1nsc(N2Cc3ccccc3OC(C)(C)C2)n1,-5.938219999999999,,-0.0,0,3704.0,0
3220,ZINC000299317333,O=C(CC[C@H]1CCCO1)NCc1nccn1C(F)F,-5.939369999999999,O=C(CC[C@H]1CCCO1)NCc1nccn1C(F)F,-5.939369999999999,,-0.0,0,3705.0,0
1630,ZINC000569979018,CNC(=O)CCS[C@H](C(=O)OC)c1cccc(Cl)c1Cl,-5.93949,CNC(=O)CCS[C@H](C(=O)OC)c1cccc(Cl)c1Cl,-5.93949,,-0.0,0,3706.0,0
3219,ZINC000599145949,Cc1nnc2ccc(N3CC[C@H](C(=O)OC(C)(C)C)[C@H](C)C3)nn12,-5.93982,Cc1nnc2ccc(N3CC[C@H](C(=O)OC(C)(C)C)[C@H](C)C3)nn12,-5.93982,,-0.0,0,3707.0,0
8237,ZINC000185680548,C[C@@H](c1nccs1)N1CCN(C(=O)c2n[nH]c3ccccc32)CC1,-5.93991,C[C@@H](c1nccs1)N1CCN(C(=O)c2n[nH]c3ccccc23)CC1,-5.93991,,-0.0,0,3708.0,0
1138,ZINC000645318834,OCc1ccnc(NC[C@H]2C[C@@H]2c2ccccc2)n1,-5.94046,OCc1ccnc(NC[C@H]2C[C@@H]2c2ccccc2)n1,-5.94046,,-0.0,0,3709.0,0
5506,ZINC000133979209,CC(C)(C)CC(=O)NCC(=O)Nc1ccc(CCS(C)(=O)=O)cc1,-5.94047,CC(C)(C)CC(=O)NCC(=O)Nc1ccc(CCS(C)(=O)=O)cc1,-5.94047,,-0.0,0,3710.0,0
7798,ZINC000366497713,CCc1ncsc1NC(=O)[C@H]1CS[C@]2(c3ccccc3)CCC(=O)N12,-5.94082,CCc1ncsc1NC(=O)[C@H]1CS[C@]2(c3ccccc3)CCC(=O)N12,-5.94082,,-0.0,0,3711.0,0
5147,ZINC000344986673,COc1ccc2c(c1)CCN2C(=O)COc1ccc(O)cc1,-5.94088,COc1ccc2c(c1)CCN2C(=O)COc1ccc(O)cc1,-5.94088,,-0.0,0,3712.0,0
5038,ZINC000429348023,CCc1ccc([C@@H]2CCCN2C(=O)N[C@H]2CC(=O)N(C(C)(C)C)C2)o1,-5.94105,CCc1ccc([C@@H]2CCCN2C(=O)N[C@H]2CC(=O)N(C(C)(C)C)C2)o1,-5.94105,,-0.0,0,3713.0,0
6282,ZINC000282450728,CCOC(=O)C[C@@H](C)CNC(=O)C1(c2cncc(Br)c2)CC1,-5.94114,CCOC(=O)C[C@@H](C)CNC(=O)C1(c2cncc(Br)c2)CC1,-5.94114,,-0.0,0,3714.0,0
5658,ZINC000363941240,C[C@@H]1CC[C@H](CC(=O)N2CCC3(CCOC3=O)CC2)C1,-5.9413800000000005,C[C@@H]1CC[C@H](CC(=O)N2CCC3(CCOC3=O)CC2)C1,-5.9413800000000005,,-0.0,0,3715.0,0
4388,ZINC000632460689,C[C@](CO)(NC(=O)C1CSC1)C1CCCCC1,-5.94148,C[C@](CO)(NC(=O)C1CSC1)C1CCCCC1,-5.94148,,-0.0,0,3716.0,0
659,ZINC000598592056,Cn1cc([C@]2(C)CN(C[C@H](O)CC(C)(C)C#N)CCO2)cn1,-5.94152,Cn1cc([C@]2(C)CN(C[C@H](O)CC(C)(C)C#N)CCO2)cn1,-5.94152,,-0.0,0,3717.0,0
7799,ZINC000369193121,COc1ccccc1[C@@H]1C[C@H]1C(=O)N1CCC[C@@H]1c1nccn1C,-5.94172,COc1ccccc1[C@@H]1C[C@H]1C(=O)N1CCC[C@@H]1c1nccn1C,-5.94172,,-0.0,0,3718.0,0
376,ZINC000423015371,CCCCn1cc(CN[C@H](CC)[C@@H]2CCCCN2)c(C)n1,-5.94287,CCCCn1cc(CN[C@H](CC)[C@@H]2CCCCN2)c(C)n1,-5.94287,,-0.0,0,3719.0,0
5148,ZINC000651463760,CCc1cccc(CNc2nccc(N3CCOCC3)n2)c1,-5.94305,CCc1cccc(CNc2nccc(N3CCOCC3)n2)c1,-5.94305,,-0.0,0,3720.0,0
7647,ZINC000358847096,C[C@H](SCCCCc1ccccc1)C(=O)N(C)CC(=O)NC1CC1,-5.9431400000000005,C[C@H](SCCCCc1ccccc1)C(=O)N(C)CC(=O)NC1CC1,-5.9431400000000005,,-0.0,0,3721.0,0
6557,ZINC000494161463,CC[C@@H](C[C@@H](C)CO)NC(=O)CN(C(=O)OC(C)(C)C)C1CC1,-5.943630000000001,CC[C@@H](C[C@@H](C)CO)NC(=O)CN(C(=O)OC(C)(C)C)C1CC1,-5.943630000000001,,-0.0,0,3722.0,0
4385,ZINC000349417739,CC[C@@H]1CCC[C@@H](N2C(=O)[C@H](C)N(C3CC3)C2=O)C1,-5.94388,CC[C@@H]1CCC[C@@H](N2C(=O)[C@H](C)N(C3CC3)C2=O)C1,-5.94388,,-0.0,0,3723.0,0
2234,ZINC000113727122,CSc1ccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)no2)o1,-5.94396,CSc1ccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)no2)o1,-5.94396,,-0.0,0,3724.0,0
200,ZINC000160416071,CCc1ccc(/C=C/C(=O)N(C)[C@@H]2CCN(C)C[C@@H]2C)o1,-5.94436,CCc1ccc(/C=C/C(=O)N(C)[C@@H]2CCN(C)C[C@@H]2C)o1,-5.94436,,-0.0,0,3725.5,0
9422,ZINC000271712172,COC(=O)[C@H]1CCN(C(=O)Nc2cc(F)c(Br)c(F)c2)C1,-5.94436,COC(=O)[C@H]1CCN(C(=O)Nc2cc(F)c(Br)c(F)c2)C1,-5.94436,,-0.0,0,3725.5,0
7947,ZINC000420327372,COC(=O)c1cc(CN[C@](C)(CN)C(C)C)c(C)s1,-5.9446,COC(=O)c1cc(CN[C@](C)(CN)C(C)C)c(C)s1,-5.9446,,-0.0,0,3727.0,0
7794,ZINC000377334517,O=C(c1cnc(Cl)cn1)N1CCN2CCC1CC2,-5.94546,O=C(c1cnc(Cl)cn1)N1CCN2CCC1CC2,-5.94546,,-0.0,0,3728.0,0
6698,ZINC000360705706,C[C@@H]1C[C@H](C(C)(C)C)CCN1C(=O)CS(=O)(=O)C1CCCC1,-5.945530000000001,C[C@@H]1C[C@H](C(C)(C)C)CCN1C(=O)CS(=O)(=O)C1CCCC1,-5.945530000000001,,-0.0,0,3729.0,0
3558,ZINC000336603486,Cc1c([C@H](C)NC(=O)N2CC[C@H]2C(C)C)cnn1C,-5.94604,Cc1c([C@H](C)NC(=O)N2CC[C@H]2C(C)C)cnn1C,-5.94604,,-0.0,0,3730.0,0
1470,ZINC000539630742,C[C@@H](Nc1cccc(N2CCOCC2)c1)c1ccncc1,-5.94625,C[C@@H](Nc1cccc(N2CCOCC2)c1)c1ccncc1,-5.94625,,-0.0,0,3731.0,0
3994,ZINC000193903629,Cc1cc(COCC(=O)N2CCN(CC(C)C)C(=O)C2)on1,-5.94629,Cc1cc(COCC(=O)N2CCN(CC(C)C)C(=O)C2)on1,-5.94629,,-0.0,0,3732.0,0
1624,ZINC000370239036,CC(C)c1nc2c([nH]1)C[C@@H](C(=O)N(C)CCC1CC1)CC2,-5.94634,CC(C)c1nc2c([nH]1)C[C@@H](C(=O)N(C)CCC1CC1)CC2,-5.94634,,-0.0,0,3733.0,0
373,ZINC000133314895,C[C@H](C#N)NC(=O)[C@H](C)Cc1ccccc1Cl,-5.94723,C[C@H](C#N)NC(=O)[C@H](C)Cc1ccccc1Cl,-5.94723,,-0.0,0,3734.0,0
8599,ZINC000665816857,C[C@@H]1CN(CCCNC(=O)[C@@H]2COC[C@@H]2c2ccccc2)C[C@@H](C)O1,-5.9488,C[C@@H]1CN(CCCNC(=O)[C@@H]2COC[C@@H]2c2ccccc2)C[C@@H](C)O1,-5.9488,,-0.0,0,3735.0,0
7792,ZINC000369354765,Cc1cc(S(=O)(=O)N[C@H]2CCc3nc(C)ncc3C2)ccc1[N+](=O)[O-],-5.94906,Cc1ncc2c(n1)CC[C@H](NS(=O)(=O)c1ccc([N+](=O)[O-])c(C)c1)C2,-5.94906,,-0.0,0,3736.0,0
8945,ZINC000537186283,O=C(CCc1ccc2[nH]ccc2c1)N1CCS(=O)(=O)[C@@H]2CCCC[C@H]21,-5.94917,O=C(CCc1ccc2[nH]ccc2c1)N1CCS(=O)(=O)[C@@H]2CCCC[C@H]21,-5.94917,,-0.0,0,3737.0,0
