,compound_id,smiles,docking_score,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,rank
5885,ZINC000291798847,CSCCCCC(=O)N(C)c1nnc(C)s1,-3.64824,CSCCCCC(=O)N(C)c1nnc(C)s1,-3.64824,,-0.0,0,188.0
132,ZINC000451820305,CC(=O)c1cn(CC(=O)N[C@H]2COc3ccc(F)cc3C2)nn1,-7.19003,CC(=O)c1cn(CC(=O)N[C@H]2COc3ccc(F)cc3C2)nn1,-7.19003,,-0.0,0,7792.0
5824,ZINC000361096481,O=C(N[C@@H]1C[C@H]1C1CCNCC1)c1cc(-c2cccc(Cl)c2)on1,-7.90269,O=C(N[C@@H]1C[C@H]1C1CCNCC1)c1cc(-c2cccc(Cl)c2)on1,-7.90269,,-0.0,0,9211.0
1265,ZINC000425349345,CCC(=O)N1CCN(Cc2cnn(-c3ccccc3)c2)C1,-6.72789,CCC(=O)N1CCN(Cc2cnn(-c3ccccc3)c2)C1,-6.72789,,-0.0,0,6396.0
4276,ZINC000419050723,C[C@@H]1CCCN(C(C)(C)CNC(=O)C(=O)NCC2(N)CCC2)C1,-8.70168,C[C@@H]1CCCN(C(C)(C)CNC(=O)C(=O)NCC2(N)CCC2)C1,-8.70168,,-0.0,0,9793.0
4094,ZINC000635439600,Cn1cnc(C(=O)NC[C@H]2CCCN(Cc3ccccc3)C2)cc1=O,-9.13504,Cn1cnc(C(=O)NC[C@H]2CCCN(Cc3ccccc3)C2)cc1=O,-9.13504,,-0.0,0,9877.0
1581,ZINC000547649965,CCc1nnc(C)cc1C(=O)NC1(C(=O)Nc2ccccc2)CC1,-6.785080000000001,CCc1nnc(C)cc1C(=O)NC1(C(=O)Nc2ccccc2)CC1,-6.785080000000001,,-0.0,0,6613.0
5528,ZINC000581474616,O=C(C(=O)N1CCC[C@@H]2CCC[C@@H]21)N1CCO[C@@]2(CCOC2)C1,-5.58246,O=C(C(=O)N1CCC[C@@H]2CCC[C@@H]21)N1CCO[C@@]2(CCOC2)C1,-5.58246,,-0.0,0,2608.0
777,ZINC000667648501,CS(=O)(=O)NC[C@@H]1CCCN(C(=O)Nc2cc(F)ccn2)C1,-6.64098,CS(=O)(=O)NC[C@@H]1CCCN(C(=O)Nc2cc(F)ccn2)C1,-6.64098,,-0.0,0,6067.0
7106,ZINC000180612260,O=C(NC1CCN(C[C@@H]2CCOC2)CC1)N1CCCC[C@H]1CCO,-7.54402,O=C(NC1CCN(C[C@@H]2CCOC2)CC1)N1CCCC[C@H]1CCO,-7.54402,,-0.0,0,8628.0
4360,ZINC000151645009,O=C(NCc1ccccc1Cl)[C@H](c1cccc(F)c1)N1CCOCC1,-6.30751,O=C(NCc1ccccc1Cl)[C@H](c1cccc(F)c1)N1CCOCC1,-6.30751,,-0.0,0,4938.0
2774,ZINC000278137692,CSCc1ccc(N2C(=O)[C@H]3C[C@@H](C)CCN3C2=O)cc1,-5.179530000000001,CSCc1ccc(N2C(=O)[C@H]3C[C@@H](C)CCN3C2=O)cc1,-5.179530000000001,,-0.0,0,1642.0
8062,ZINC000476471914,CCCSc1nsc(NC(=O)N2CCN(CCOC(C)C)CC2)n1,-6.722510000000001,CCCSc1nsc(NC(=O)N2CCN(CCOC(C)C)CC2)n1,-6.722510000000001,,-0.0,0,6375.0
5150,ZINC000353149948,CS(=O)(=O)CCCC(=O)N1CC[C@H](c2cccc(Cl)c2)C1,-6.656280000000001,CS(=O)(=O)CCCC(=O)N1CC[C@H](c2cccc(Cl)c2)C1,-6.656280000000001,,-0.0,0,6129.0
6357,ZINC000281239088,Cc1oc(C#N)cc1C(=O)NC1CCC(O)(c2ccccc2)CC1,-8.407639999999999,Cc1oc(C#N)cc1C(=O)NC1CCC(O)(c2ccccc2)CC1,-8.407639999999999,,-0.0,0,9671.0
7330,ZINC000272479213,CC[C@@H]1C[C@@H](C(=O)N(CC)Cc2ccc(OC)c(OC)c2)CCO1,-5.71108,CC[C@@H]1C[C@@H](C(=O)N(CC)Cc2ccc(OC)c(OC)c2)CCO1,-5.71108,,-0.0,0,2976.0
3161,ZINC000092789787,Cc1csc([C@H]2CN(Cc3ncccc3C(F)(F)F)CCO2)n1,-7.086119999999999,Cc1csc([C@H]2CN(Cc3ncccc3C(F)(F)F)CCO2)n1,-7.086119999999999,,-0.0,0,7514.0
2020,ZINC000087299284,CCN(CC)CC(=O)N1CCN(C(=O)CCSc2ccccn2)CC1,-6.87758,CCN(CC)CC(=O)N1CCN(C(=O)CCSc2ccccn2)CC1,-6.87758,,-0.0,0,6913.0
6562,ZINC000634835899,CC(C)(CNC(=O)C1CC(C(=O)O)C1)Oc1cc(F)cc(F)c1,-5.82391,CC(C)(CNC(=O)C1CC(C(=O)O)C1)Oc1cc(F)cc(F)c1,-5.82391,,-0.0,0,3322.0
1651,ZINC000173135987,C[C@@H]1CCCN1C(=O)COc1cccc(Br)c1,-5.56032,C[C@@H]1CCCN1C(=O)COc1cccc(Br)c1,-5.56032,,-0.0,0,2541.0
334,ZINC000354929174,COC(=O)[C@@H](CC(C)C)N[C@@H](C)CC1CCOCC1,-5.93135,COC(=O)[C@@H](CC(C)C)N[C@@H](C)CC1CCOCC1,-5.93135,,-0.0,0,3683.0
7240,ZINC000274756263,CC1(C)CCC[C@H]1C(=O)N1CCC(C(=O)NCc2cccnc2)CC1,-7.47382,CC1(C)CCC[C@H]1C(=O)N1CCC(C(=O)NCc2cccnc2)CC1,-7.47382,,-0.0,0,8484.0
6524,ZINC000623811206,O=C(Nc1ccc(-c2ncc[nH]2)cc1)c1c[nH]c2ccccc2c1=O,-6.761589999999999,O=C(Nc1ccc(-c2ncc[nH]2)cc1)c1c[nH]c2ccccc2c1=O,-6.761589999999999,,-0.0,0,6534.0
4582,ZINC000298517797,CC[C@]1(C(C)C)NC(=O)N(Cc2cc(OC)ccc2OC)C1=O,-5.56385,CC[C@]1(C(C)C)NC(=O)N(Cc2cc(OC)ccc2OC)C1=O,-5.56385,,-0.0,0,2560.0
1547,ZINC000161889628,Cc1cccc(NC(=O)CSCC(=O)N[C@@H](C#N)C2CC2)c1,-7.77706,Cc1cccc(NC(=O)CSCC(=O)N[C@@H](C#N)C2CC2)c1,-7.77706,,-0.0,0,9010.0
4814,ZINC000649285121,CC(=O)N1CC[C@](N)(C(=O)NC[C@H](CC(C)C)N(C)C)C1,-7.40035,CC(=O)N1CC[C@](N)(C(=O)NC[C@H](CC(C)C)N(C)C)C1,-7.40035,,-0.0,0,8320.0
4591,ZINC000301581070,Cc1nc(C2CCN(c3ccc([N+](=O)[O-])cc3S(N)(=O)=O)CC2)no1,-5.30092,Cc1nc(C2CCN(c3ccc([N+](=O)[O-])cc3S(N)(=O)=O)CC2)no1,-5.30092,,-0.0,0,1903.0
859,ZINC000295314935,CC[C@H](COCC(F)(F)F)NC(=O)c1cncc2ccccc21,-7.82207,CC[C@H](COCC(F)(F)F)NC(=O)c1cncc2ccccc12,-7.82207,,-0.0,0,9072.0
4554,ZINC000590772208,CCn1nc(C)cc1C(=O)N[C@H]1CC[C@@H](CC#N)C1,-6.02527,CCn1nc(C)cc1C(=O)N[C@H]1CC[C@@H](CC#N)C1,-6.02527,,-0.0,0,4002.0
642,ZINC000347276955,C[C@H](c1cnn(C)c1)N(C)C(=O)c1cc(-c2ccccn2)no1,-6.11944,C[C@H](c1cnn(C)c1)N(C)C(=O)c1cc(-c2ccccn2)no1,-6.11944,,-0.0,0,4312.0
2940,ZINC000105237263,CCN1CCC[C@@H](CNC(=O)NCc2ccc3c(c2)OCCCO3)C1,-6.932110000000001,CCN1CCC[C@@H](CNC(=O)NCc2ccc3c(c2)OCCCO3)C1,-6.932110000000001,,-0.0,0,7082.0
6586,ZINC000638231272,CCS(=O)(=O)Nc1ccc(NC[C@@H](OC)C2CC2)cc1OC,-5.2127300000000005,CCS(=O)(=O)Nc1ccc(NC[C@@H](OC)C2CC2)cc1OC,-5.2127300000000005,,-0.0,0,1704.0
9820,ZINC000537951606,C[C@@H]1CN(C2CC2)C[C@@H]1N[C@H](CO)c1ccc(C(F)(F)F)cc1,-8.27051,C[C@@H]1CN(C2CC2)C[C@@H]1N[C@H](CO)c1ccc(C(F)(F)F)cc1,-8.27051,,-0.0,0,9578.0
3909,ZINC000452142226,COCC1(CCNC(=O)c2cn(CC3CC3)nn2)CCC1,-3.97033,COCC1(CCNC(=O)c2cn(CC3CC3)nn2)CCC1,-3.97033,,-0.0,0,295.0
2927,ZINC000295238690,CCOC(=O)c1ccc(CS(=O)(=O)N2C[C@@H](C)OC[C@H]2C)cc1,-5.20955,CCOC(=O)c1ccc(CS(=O)(=O)N2C[C@@H](C)OC[C@H]2C)cc1,-5.20955,,-0.0,0,1699.0
4677,ZINC000151833422,C[C@@H](CO)[C@@H](C)NC(=O)COc1ccc(Oc2ccccn2)cc1,-6.72133,C[C@@H](CO)[C@@H](C)NC(=O)COc1ccc(Oc2ccccn2)cc1,-6.72133,,-0.0,0,6372.0
8633,ZINC000650126313,C[C@@H]1CC2(CN1C(=O)[C@H](C[C@@H]1CCCO1)C(F)(F)F)CCOCC2,-5.27491,C[C@@H]1CC2(CCOCC2)CN1C(=O)[C@H](C[C@@H]1CCCO1)C(F)(F)F,-5.27491,,-0.0,0,1847.0
5677,ZINC000665521476,COC[C@@H](CCNC(=O)N(Cc1ccco1)C[C@@H]1CCCO1)OC,-5.34731,COC[C@@H](CCNC(=O)N(Cc1ccco1)C[C@@H]1CCCO1)OC,-5.34731,,-0.0,0,2039.0
3732,ZINC000268918299,Cc1cc2ccccc2n1CC(=O)N[C@H]1CCCc2cn[nH]c21,-5.59482,Cc1cc2ccccc2n1CC(=O)N[C@H]1CCCc2cn[nH]c21,-5.59482,,-0.0,0,2637.0
9144,ZINC000471643171,NC(=O)Nc1cccc(NC(=O)CCc2ccccc2C(N)=O)c1,-7.961060000000001,NC(=O)Nc1cccc(NC(=O)CCc2ccccc2C(N)=O)c1,-7.961060000000001,,-0.0,0,9286.0
5273,ZINC000299344000,COc1ccc2c(c1)CCC[C@@H]2NC(=O)N[C@H](C)CN1CCCC1=O,-8.04172,COc1ccc2c(c1)CCC[C@@H]2NC(=O)N[C@H](C)CN1CCCC1=O,-8.04172,,-0.0,0,9371.0
7536,ZINC000332172824,CCC[C@]1(CO)CCCN1C(=O)CCc1ccc2c(c1)OCCO2,-4.4503,CCC[C@]1(CO)CCCN1C(=O)CCc1ccc2c(c1)OCCO2,-4.4503,,-0.0,0,615.0
8857,ZINC000510005721,CCc1ccc(NC(=O)[C@H]2CC[C@H](C(C)C)CC2)cc1S(N)(=O)=O,-7.790539999999999,CCc1ccc(NC(=O)[C@H]2CC[C@H](C(C)C)CC2)cc1S(N)(=O)=O,-7.790539999999999,,-0.0,0,9028.0
7178,ZINC000153921276,C#CCSCCNC(=O)NCC1(c2ccccc2C)CCOCC1,-5.68806,C#CCSCCNC(=O)NCC1(c2ccccc2C)CCOCC1,-5.68806,,-0.0,0,2902.0
7527,ZINC000332350480,C[C@H]1COC(C)(C)CN1C(=O)N[C@@H]1CC(C)(C)Oc2ccccc21,-4.86045,C[C@H]1COC(C)(C)CN1C(=O)N[C@@H]1CC(C)(C)Oc2ccccc21,-4.86045,,-0.0,0,1059.0
